41,43,29,25,15,44,45,49,17,13,16,02,10,31,01,04,37,09,46,08,06,00,34,19,03,50,23,18,35,07,28,05,30,12,36,20,51,21,22,11,27,39,48,40,14,26,47,38,42,24,32,33
23,41,43,29,25,18,35,15,44,45,07,28,05,49,17,13,16,30,12,36,02,10,31,20,51,21,01,22,04,37,09,46,11,27,39,48,08,06,00,40,14,34,19,26,47,38,42,03,50,24,32,33
23,41,43,29,01,25,18,22,04,37,35,15,09,44,46,11,27,45,07,28,05,39,48,49,17,13,16,08,06,30,12,00,36,02,40,14,10,34,19,26,47,31,20,51,21,38,42,03,50,24,32,33
13,16,08,23,41,43,06,29,01,25,30,12,00,18,22,36,02,40,04,37,35,14,10,15,34,09,44,19,26,46,11,27,47,31,20,51,45,21,38,42,07,03,28,05,39,50,24,32,33,48,49,17
13,16,08,44,19,23,41,26,46,43,11,06,29,27,47,01,31,20,51,45,25,30,12,21,38,00,18,22,36,42,07,03,28,02,40,04,05,39,50,24,37,35,32,33,48,49,14,17,10,15,34,09
13,22,36,42,16,08,07,03,44,19,23,28,02,40,04,41,26,46,05,39,50,24,43,11,06,29,37,35,32,27,33,48,47,01,49,31,14,17,10,20,15,34,09,51,45,25,30,12,21,38,00,18
13,22,36,29,42,37,35,32,27,16,08,33,48,07,03,44,19,47,01,49,23,31,14,17,10,28,02,20,40,04,41,15,26,46,34,05,39,50,09,51,24,43,45,11,06,25,30,12,21,38,00,18
02,20,40,04,13,41,15,22,36,26,46,29,42,37,35,34,05,39,32,27,50,09,51,24,16,08,43,45,11,33,48,07,03,06,25,30,12,44,19,47,21,38,00,18,01,49,23,31,14,17,10,28
02,20,40,08,04,43,45,11,33,13,41,15,22,48,07,03,36,26,46,06,25,29,30,12,42,37,35,34,44,05,39,19,47,32,27,50,21,38,09,00,51,18,24,01,16,49,23,31,14,17,10,28
02,20,40,08,37,35,34,44,04,43,45,05,39,19,11,33,13,41,47,15,22,48,07,32,27,03,50,21,38,36,26,46,06,09,00,25,29,30,12,51,42,18,24,01,16,49,23,31,14,17,10,28
03,02,20,40,50,21,38,36,08,26,46,06,37,35,34,44,09,00,04,43,25,45,05,39,29,30,12,19,51,42,18,24,11,33,13,01,41,16,49,23,47,31,15,22,48,14,17,10,07,32,27,28
03,02,30,12,20,40,50,21,19,38,36,08,26,51,42,46,06,37,18,35,34,24,11,33,44,09,00,13,01,41,16,04,43,49,23,25,45,05,47,31,39,29,15,22,48,14,17,10,07,32,27,28
13,01,41,03,16,04,02,43,49,23,25,30,45,05,12,47,31,39,29,20,40,50,15,22,21,48,14,19,38,17,10,36,08,26,07,51,42,46,06,32,27,28,37,18,35,34,24,11,33,44,09,00
19,13,38,01,41,17,10,36,08,03,16,04,26,07,51,02,42,46,06,43,49,23,32,27,28,37,25,30,45,05,18,12,47,31,39,35,34,29,20,24,40,50,15,22,11,33,21,48,14,44,09,00
19,13,25,30,45,05,38,18,12,47,31,01,41,17,10,39,35,34,36,29,20,24,40,08,03,50,15,22,16,04,11,26,07,51,02,33,42,21,46,06,43,49,48,14,23,32,44,09,00,27,28,37
19,13,15,22,16,25,30,45,04,11,26,07,05,38,51,02,33,42,18,12,47,31,21,01,41,17,10,46,06,43,39,49,48,14,23,35,34,36,29,32,44,09,00,20,27,28,37,24,40,08,03,50
46,19,06,43,13,15,22,16,39,49,48,25,30,14,45,04,11,23,26,07,35,34,36,29,05,38,51,32,02,44,33,42,09,00,20,27,18,12,28,37,24,40,47,08,03,50,31,21,01,41,17,10
46,19,38,51,06,43,13,15,32,22,16,39,02,44,49,48,33,25,30,14,45,42,09,00,04,11,20,27,23,26,07,18,12,28,37,35,34,24,40,47,36,29,05,08,03,50,31,21,01,41,17,10
46,19,38,11,20,51,06,43,13,27,23,26,07,15,32,18,12,28,37,22,35,34,24,40,16,47,39,36,29,05,02,44,49,48,08,03,33,25,30,14,50,31,21,45,42,09,01,41,00,04,17,10
46,19,38,11,47,39,36,20,51,06,29,05,02,44,43,13,49,48,08,27,23,26,03,33,25,07,15,32,30,14,50,31,18,12,28,37,21,45,42,22,35,34,24,09,01,40,16,41,00,04,17,10
32,30,14,50,46,19,31,18,38,11,12,28,37,47,21,39,36,45,42,22,35,20,34,24,51,06,29,05,09,01,40,02,44,16,41,00,43,04,13,49,48,17,08,27,10,23,26,03,33,25,07,15
32,30,14,29,05,09,50,46,19,01,40,02,44,31,16,18,38,41,00,43,11,12,28,04,37,47,13,49,48,21,39,36,45,17,08,27,42,22,10,23,26,03,35,20,33,25,07,15,34,24,51,06
