47,49,50,05,14,45,11,12,41,42,43,44,27,28,46,04,34,09,26,33,35,21,22,23,38,39,03,29,30,31,32,48,10,40,51,02,07,08,15,24,25,00,01,13,06,16,36,37,19,20,17,18
32,48,10,40,51,02,07,08,15,24,25,00,01,13,06,16,36,37,19,20,17,18,04,34,09,26,33,35,21,22,23,38,39,03,29,30,31,43,44,27,28,46,12,41,42,14,45,11,50,05,47,49
31,43,44,27,28,46,12,41,42,14,45,11,50,05,47,49,17,18,04,34,09,26,33,35,21,22,23,38,39,03,29,30,00,01,13,06,16,36,37,19,20,02,07,08,15,24,25,40,51,32,48,10
00,01,13,06,16,36,37,19,20,02,07,08,15,24,25,40,51,32,48,10,17,18,04,34,09,26,33,35,21,22,23,38,39,03,29,30,45,11,50,05,47,49,46,12,41,42,14,44,27,28,31,43
30,45,11,50,05,47,49,46,12,41,42,14,44,27,28,31,43,48,10,17,18,04,34,09,26,33,35,21,22,23,38,39,03,29,08,15,24,25,40,51,32,19,20,02,07,16,36,37,13,06,00,01
22,23,38,39,03,29,08,15,24,25,40,51,32,19,20,02,07,16,36,37,13,06,00,01,48,10,17,18,04,34,09,26,33,35,21,14,44,27,28,31,43,46,12,41,42,05,47,49,11,50,30,45
18,04,34,09,26,33,35,21,14,44,27,28,31,43,46,12,41,42,05,47,49,11,50,30,45,19,20,02,07,16,36,37,13,06,00,01,48,10,17,24,25,40,51,32,29,08,15,39,03,22,23,38
37,13,06,00,01,48,10,17,24,25,40,51,32,29,08,15,39,03,22,23,38,12,41,42,05,47,49,11,50,30,45,19,20,02,07,16,36,44,27,28,31,43,46,26,33,35,21,14,34,09,18,04
30,45,19,20,02,07,16,36,44,27,28,31,43,46,26,33,35,21,14,34,09,18,04,15,39,03,22,23,38,12,41,42,05,47,49,11,50,17,24,25,40,51,32,29,08,00,01,48,10,13,06,37
12,41,42,05,47,49,11,50,17,24,25,40,51,32,29,08,00,01,48,10,13,06,37,33,35,21,14,34,09,18,04,15,39,03,22,23,38,36,44,27,28,31,43,46,26,02,07,16,19,20,30,45
22,23,38,36,44,27,28,31,43,46,26,02,07,16,19,20,30,45,01,48,10,13,06,37,33,35,21,14,34,09,18,04,15,39,03,17,24,25,40,51,32,29,08,00,47,49,11,50,42,05,12,41
24,25,40,51,32,29,08,00,47,49,11,50,42,05,12,41,33,35,21,14,34,09,18,04,15,39,03,17,16,19,20,30,45,01,48,10,13,06,37,43,46,26,02,07,27,28,31,36,44,22,23,38
03,17,16,19,20,30,45,01,48,10,13,06,37,43,46,26,02,07,27,28,31,36,44,22,23,38,33,35,21,14,34,09,18,04,15,39,50,42,05,12,41,29,08,00,47,49,11,40,51,32,24,25
04,15,39,50,42,05,12,41,29,08,00,47,49,11,40,51,32,24,25,44,22,23,38,33,35,21,14,34,09,18,43,46,26,02,07,27,28,31,36,45,01,48,10,13,06,37,20,30,16,19,03,17
18,43,46,26,02,07,27,28,31,36,45,01,48,10,13,06,37,20,30,16,19,03,17,44,22,23,38,33,35,21,14,34,09,08,00,47,49,11,40,51,32,24,25,42,05,12,41,29,39,50,04,15
47,49,11,40,51,32,24,25,42,05,12,41,29,39,50,04,15,44,22,23,38,33,35,21,14,34,09,08,00,10,13,06,37,20,30,16,19,03,17,31,36,45,01,48,02,07,27,28,46,26,18,43
06,37,20,30,16,19,03,17,31,36,45,01,48,02,07,27,28,46,26,18,43,22,23,38,33,35,21,14,34,09,08,00,10,13,29,39,50,04,15,44,24,25,42,05,12,41,51,32,11,40,47,49
34,09,08,00,10,13,29,39,50,04,15,44,24,25,42,05,12,41,51,32,11,40,47,49,46,26,18,43,22,23,38,33,35,21,14,01,48,02,07,27,28,03,17,31,36,45,30,16,19,37,20,06
01,48,02,07,27,28,03,17,31,36,45,30,16,19,37,20,06,51,32,11,40,47,49,46,26,18,43,22,23,38,33,35,21,14,15,44,24,25,42,05,12,41,39,50,04,10,13,29,08,00,34,09
43,22,23,38,33,35,21,14,15,44,24,25,42,05,12,41,39,50,04,10,13,29,08,00,34,09,51,32,11,40,47,49,46,26,18,31,36,45,30,16,19,37,20,06,27,28,03,17,02,07,01,48
49,46,26,18,31,36,45,30,16,19,37,20,06,27,28,03,17,02,07,01,48,39,50,04,10,13,29,08,00,34,09,51,32,11,40,47,24,25,42,05,12,41,14,15,44,38,33,35,21,22,23,43
40,47,24,25,42,05,12,41,14,15,44,38,33,35,21,22,23,43,50,04,10,13,29,08,00,34,09,51,32,11,20,06,27,28,03,17,02,07,01,48,39,30,16,19,37,18,31,36,45,46,26,49
20,06,27,28,03,17,02,07,01,48,39,30,16,19,37,18,31,36,45,46,26,49,10,13,29,08,00,34,09,51,32,11,35,21,22,23,43,50,04,14,15,44,38,33,05,12,41,24,25,42,40,47
21,22,23,43,50,04,14,15,44,38,33,05,12,41,24,25,42,40,47,36,45,46,26,49,10,13,29,08,00,34,09,51,32,11,35,39,30,16,19,37,18,31,17,02,07,01,48,27,28,03,20,06
35,39,30,16,19,37,18,31,17,02,07,01,48,27,28,03,20,06,36,45,46,26,49,10,13,29,08,00,34,09,51,32,11,12,41,24,25,42,40,47,44,38,33,05,50,04,14,15,23,43,21,22
25,42,40,47,44,38,33,05,50,04,14,15,23,43,21,22,46,26,49,10,13,29,08,00,34,09,51,32,11,12,41,24,27,28,03,20,06,36,45,17,02,07,01,48,19,37,18,31,30,16,35,39
11,12,41,24,27,28,03,20,06,36,45,17,02,07,01,48,19,37,18,31,30,16,35,39,10,13,29,08,00,34,09,51,32,14,15,23,43,21,22,46,26,49,33,05,50,04,47,44,38,42,40,25
32,14,15,23,43,21,22,46,26,49,33,05,50,04,47,44,38,42,40,25,16,35,39,10,13,29,08,00,34,09,51,07,01,48,19,37,18,31,30,20,06,36,45,17,02,27,28,03,41,24,11,12
48,19,37,18,31,30,20,06,36,45,17,02,27,28,03,41,24,11,12,40,25,16,35,39,10,13,29,08,00,34,09,51,07,01,33,05,50,04,47,44,38,42,21,22,46,26,49,15,23,43,32,14
34,09,51,07,01,33,05,50,04,47,44,38,42,21,22,46,26,49,15,23,43,32,14,24,11,12,40,25,16,35,39,10,13,29,08,00,02,27,28,03,41,30,20,06,36,45,17,18,31,48,19,37
